,miRTarBase ID,miRNA,Target Gene,Target Gene (Entrez Gene ID)
57321,MIRT090817,hsa-miR-548aw,MBNL1,4154
57322,MIRT090822,hsa-miR-153-5p,MBNL1,4154
57323,MIRT090822,hsa-miR-153-5p,MBNL1,4154
57324,MIRT090823,hsa-miR-552-5p,MBNL1,4154
57325,MIRT090823,hsa-miR-552-5p,MBNL1,4154
57326,MIRT090829,hsa-miR-3161,MBNL1,4154
57327,MIRT090829,hsa-miR-3161,MBNL1,4154
57363,MIRT091211,hsa-miR-19a-3p,USP13,8975
57364,MIRT091212,hsa-miR-19b-3p,USP13,8975
57365,MIRT091213,hsa-miR-130a-3p,USP13,8975
57366,MIRT091214,hsa-miR-301a-3p,USP13,8975
57367,MIRT091216,hsa-miR-130b-3p,USP13,8975
57368,MIRT091218,hsa-miR-1468-3p,USP13,8975
57369,MIRT091219,hsa-miR-454-3p,USP13,8975
57370,MIRT091220,hsa-miR-301b-3p,USP13,8975
57371,MIRT091221,hsa-miR-548f-5p,USP13,8975
57372,MIRT091222,hsa-miR-548g-5p,USP13,8975
57373,MIRT091223,hsa-miR-3163,USP13,8975
57374,MIRT091224,hsa-miR-548x-5p,USP13,8975
57375,MIRT091225,hsa-miR-4295,USP13,8975
57376,MIRT091226,hsa-miR-3666,USP13,8975
57377,MIRT091227,hsa-miR-548aj-5p,USP13,8975
57378,MIRT091228,hsa-miR-4671-3p,USP13,8975
57379,MIRT091229,hsa-miR-548aw,USP13,8975
57380,MIRT091230,hsa-miR-6080,USP13,8975
57786,MIRT092387,hsa-miR-92a-3p,APPL1,26060
57787,MIRT092391,hsa-miR-92b-3p,APPL1,26060
57788,MIRT092423,hsa-miR-3609,APPL1,26060
57789,MIRT092424,hsa-miR-548ah-5p,APPL1,26060
57941,MIRT093149,hsa-miR-186-5p,NAA15,80155
57942,MIRT093149,hsa-miR-186-5p,NAA15,80155
57943,MIRT093149,hsa-miR-186-5p,NAA15,80155
57944,MIRT093151,hsa-miR-2113,NAA15,80155
57945,MIRT093151,hsa-miR-2113,NAA15,80155
57946,MIRT093151,hsa-miR-2113,NAA15,80155
57947,MIRT093152,hsa-miR-1825,NAA15,80155
57948,MIRT093152,hsa-miR-1825,NAA15,80155
57949,MIRT093152,hsa-miR-1825,NAA15,80155
57950,MIRT093156,hsa-miR-4276,NAA15,80155
57951,MIRT093156,hsa-miR-4276,NAA15,80155
57952,MIRT093156,hsa-miR-4276,NAA15,80155
57953,MIRT093157,hsa-miR-3934-3p,NAA15,80155
57954,MIRT093157,hsa-miR-3934-3p,NAA15,80155
57955,MIRT093157,hsa-miR-3934-3p,NAA15,80155
57957,MIRT093334,hsa-miR-29b-2-5p,RAPGEF2,9693
57958,MIRT093335,hsa-miR-10a-5p,RAPGEF2,9693
57959,MIRT093336,hsa-miR-10b-5p,RAPGEF2,9693
57960,MIRT093337,hsa-miR-339-5p,RAPGEF2,9693
57961,MIRT093340,hsa-miR-659-3p,RAPGEF2,9693
57962,MIRT093342,hsa-miR-3620-3p,RAPGEF2,9693
57963,MIRT093344,hsa-miR-5002-5p,RAPGEF2,9693
57964,MIRT093345,hsa-miR-6748-3p,RAPGEF2,9693
58112,MIRT093940,hsa-miR-17-5p,SLAIN2,57606
58113,MIRT093941,hsa-miR-20a-5p,SLAIN2,57606
58114,MIRT093942,hsa-miR-93-5p,SLAIN2,57606
58115,MIRT093944,hsa-miR-106b-5p,SLAIN2,57606
58116,MIRT093945,hsa-miR-302a-3p,SLAIN2,57606
58117,MIRT093946,hsa-miR-302b-3p,SLAIN2,57606
58118,MIRT093947,hsa-miR-302c-3p,SLAIN2,57606
58119,MIRT093948,hsa-miR-302d-3p,SLAIN2,57606
58120,MIRT093949,hsa-miR-372-3p,SLAIN2,57606
58121,MIRT093950,hsa-miR-373-3p,SLAIN2,57606
58122,MIRT093951,hsa-miR-20b-5p,SLAIN2,57606
58123,MIRT093953,hsa-miR-520e,SLAIN2,57606
58124,MIRT093954,hsa-miR-519c-3p,SLAIN2,57606
58125,MIRT093955,hsa-miR-520a-3p,SLAIN2,57606
58126,MIRT093957,hsa-miR-519b-3p,SLAIN2,57606
58127,MIRT093958,hsa-miR-520b,SLAIN2,57606
58128,MIRT093959,hsa-miR-520c-3p,SLAIN2,57606
58129,MIRT093960,hsa-miR-519d-3p,SLAIN2,57606
58130,MIRT093961,hsa-miR-520d-3p,SLAIN2,57606
58131,MIRT093962,hsa-miR-519a-3p,SLAIN2,57606
58132,MIRT093964,hsa-miR-302e,SLAIN2,57606
58133,MIRT093970,hsa-miR-153-3p,SLAIN2,57606
58134,MIRT093973,hsa-miR-376a-5p,SLAIN2,57606
58135,MIRT093974,hsa-miR-135b-3p,SLAIN2,57606
58136,MIRT093979,hsa-miR-3679-3p,SLAIN2,57606
58137,MIRT093981,hsa-miR-4756-3p,SLAIN2,57606
58138,MIRT093983,hsa-miR-103a-3p,SLAIN2,57606
58139,MIRT093984,hsa-miR-107,SLAIN2,57606
58140,MIRT093985,hsa-miR-203a-3p,SLAIN2,57606
58141,MIRT093986,hsa-miR-126-5p,SLAIN2,57606
58142,MIRT093987,hsa-miR-190a-3p,SLAIN2,57606
58143,MIRT093988,hsa-miR-409-3p,SLAIN2,57606
58144,MIRT093989,hsa-miR-510-3p,SLAIN2,57606
58145,MIRT093990,hsa-miR-944,SLAIN2,57606
58146,MIRT093991,hsa-miR-4760-5p,SLAIN2,57606
58147,MIRT093992,hsa-miR-5011-5p,SLAIN2,57606
58148,MIRT093993,hsa-miR-8061,SLAIN2,57606
58201,MIRT094159,hsa-let-7a-5p,PCGF3,10336
58202,MIRT094159,hsa-let-7a-5p,PCGF3,10336
58203,MIRT094159,hsa-let-7a-5p,PCGF3,10336
58204,MIRT094160,hsa-let-7e-5p,PCGF3,10336
58205,MIRT094160,hsa-let-7e-5p,PCGF3,10336
58206,MIRT094160,hsa-let-7e-5p,PCGF3,10336
58207,MIRT094161,hsa-let-7f-5p,PCGF3,10336
58208,MIRT094161,hsa-let-7f-5p,PCGF3,10336
58209,MIRT094161,hsa-let-7f-5p,PCGF3,10336
58210,MIRT094162,hsa-miR-98-5p,PCGF3,10336
58211,MIRT094162,hsa-miR-98-5p,PCGF3,10336
58212,MIRT094162,hsa-miR-98-5p,PCGF3,10336
58213,MIRT094163,hsa-miR-223-5p,PCGF3,10336
58214,MIRT094163,hsa-miR-223-5p,PCGF3,10336
58215,MIRT094163,hsa-miR-223-5p,PCGF3,10336
58216,MIRT094164,hsa-let-7g-5p,PCGF3,10336
58217,MIRT094164,hsa-let-7g-5p,PCGF3,10336
58218,MIRT094164,hsa-let-7g-5p,PCGF3,10336
58219,MIRT094165,hsa-let-7i-5p,PCGF3,10336
58220,MIRT094165,hsa-let-7i-5p,PCGF3,10336
58221,MIRT094165,hsa-let-7i-5p,PCGF3,10336
58222,MIRT094166,hsa-miR-379-5p,PCGF3,10336
58223,MIRT094166,hsa-miR-379-5p,PCGF3,10336
58224,MIRT094166,hsa-miR-379-5p,PCGF3,10336
58225,MIRT094167,hsa-miR-511-3p,PCGF3,10336
58226,MIRT094167,hsa-miR-511-3p,PCGF3,10336
58227,MIRT094169,hsa-miR-1304-5p,PCGF3,10336
58228,MIRT094169,hsa-miR-1304-5p,PCGF3,10336
58229,MIRT094169,hsa-miR-1304-5p,PCGF3,10336
58230,MIRT094170,hsa-miR-3927-3p,PCGF3,10336
58231,MIRT094170,hsa-miR-3927-3p,PCGF3,10336
58232,MIRT094170,hsa-miR-3927-3p,PCGF3,10336
58233,MIRT094171,hsa-miR-4458,PCGF3,10336
58234,MIRT094171,hsa-miR-4458,PCGF3,10336
58235,MIRT094171,hsa-miR-4458,PCGF3,10336
58236,MIRT094172,hsa-miR-4500,PCGF3,10336
58237,MIRT094172,hsa-miR-4500,PCGF3,10336
58238,MIRT094172,hsa-miR-4500,PCGF3,10336
58239,MIRT094173,hsa-miR-3529-5p,PCGF3,10336
58240,MIRT094173,hsa-miR-3529-5p,PCGF3,10336
58241,MIRT094173,hsa-miR-3529-5p,PCGF3,10336
58242,MIRT094174,hsa-miR-4524b-3p,PCGF3,10336
58243,MIRT094174,hsa-miR-4524b-3p,PCGF3,10336
58244,MIRT094174,hsa-miR-4524b-3p,PCGF3,10336
58245,MIRT094175,hsa-miR-6831-5p,PCGF3,10336
58246,MIRT094175,hsa-miR-6831-5p,PCGF3,10336
58247,MIRT094175,hsa-miR-6831-5p,PCGF3,10336
58255,MIRT094221,hsa-miR-19a-3p,G3BP2,9908
58256,MIRT094221,hsa-miR-19a-3p,G3BP2,9908
58257,MIRT094221,hsa-miR-19a-3p,G3BP2,9908
58258,MIRT094221,hsa-miR-19a-3p,G3BP2,9908
58259,MIRT094221,hsa-miR-19a-3p,G3BP2,9908
58260,MIRT094222,hsa-miR-19b-3p,G3BP2,9908
58261,MIRT094222,hsa-miR-19b-3p,G3BP2,9908
58262,MIRT094222,hsa-miR-19b-3p,G3BP2,9908
58263,MIRT094222,hsa-miR-19b-3p,G3BP2,9908
58264,MIRT094222,hsa-miR-19b-3p,G3BP2,9908
58265,MIRT094223,hsa-miR-106a-3p,G3BP2,9908
58266,MIRT094233,hsa-miR-2053,G3BP2,9908
58267,MIRT094246,hsa-miR-302a-5p,G3BP2,9908
58296,MIRT094526,hsa-miR-19a-3p,C5orf30,90355
58297,MIRT094527,hsa-miR-19b-3p,C5orf30,90355
58325,MIRT094804,hsa-miR-190a-3p,LMNB1,4001
58326,MIRT094805,hsa-miR-3123,LMNB1,4001
58327,MIRT094806,hsa-miR-3919,LMNB1,4001
58328,MIRT094808,hsa-miR-4709-3p,LMNB1,4001
58329,MIRT094809,hsa-miR-5011-5p,LMNB1,4001
58330,MIRT094810,hsa-miR-5186,LMNB1,4001
58331,MIRT094815,hsa-miR-600,LMNB1,4001
58332,MIRT094817,hsa-miR-889-3p,LMNB1,4001
58341,MIRT094974,hsa-miR-3156-5p,AFF4,27125
58342,MIRT094974,hsa-miR-3156-5p,AFF4,27125
58343,MIRT094978,hsa-miR-7161-3p,AFF4,27125
58344,MIRT094978,hsa-miR-7161-3p,AFF4,27125
58345,MIRT094992,hsa-miR-126-5p,AFF4,27125
58346,MIRT095001,hsa-miR-466,AFF4,27125
58347,MIRT095005,hsa-miR-4789-3p,AFF4,27125
58348,MIRT095008,hsa-miR-101-5p,AFF4,27125
58391,MIRT095197,hsa-miR-17-5p,SMAD5,4090
58392,MIRT095198,hsa-miR-19a-3p,SMAD5,4090
58393,MIRT095199,hsa-miR-19b-3p,SMAD5,4090
58394,MIRT095200,hsa-miR-20a-5p,SMAD5,4090
58395,MIRT095201,hsa-miR-93-5p,SMAD5,4090
58396,MIRT095203,hsa-miR-106b-5p,SMAD5,4090
58397,MIRT095206,hsa-miR-20b-5p,SMAD5,4090
58398,MIRT095210,hsa-miR-519d-3p,SMAD5,4090
58474,MIRT095655,hsa-miR-92a-3p,TRIO,7204
58475,MIRT095658,hsa-miR-92b-3p,TRIO,7204
58476,MIRT095668,hsa-miR-5096,LARS,51520
58665,MIRT095837,hsa-miR-4720-3p,MFAP3,4238
58666,MIRT095839,hsa-miR-4804-3p,MFAP3,4238
58817,MIRT096737,hsa-miR-5681b,MIER3,166968
58910,MIRT097003,hsa-miR-217,MAP1B,4131
58911,MIRT097005,hsa-miR-380-3p,MAP1B,4131
58912,MIRT097006,hsa-miR-151a-3p,MAP1B,4131
58913,MIRT097008,hsa-miR-411-5p,MAP1B,4131
58914,MIRT097013,hsa-miR-4310,MAP1B,4131
58915,MIRT097017,hsa-miR-6807-3p,MAP1B,4131
58916,MIRT097018,hsa-miR-7157-5p,MAP1B,4131
58917,MIRT097023,hsa-miR-25-3p,MAP1B,4131
58918,MIRT097023,hsa-miR-25-3p,MAP1B,4131
58919,MIRT097024,hsa-miR-32-5p,MAP1B,4131
58920,MIRT097024,hsa-miR-32-5p,MAP1B,4131
58921,MIRT097025,hsa-miR-363-3p,MAP1B,4131
58922,MIRT097025,hsa-miR-363-3p,MAP1B,4131
58923,MIRT097026,hsa-miR-367-3p,MAP1B,4131
58924,MIRT097026,hsa-miR-367-3p,MAP1B,4131
58925,MIRT097027,hsa-miR-92b-3p,MAP1B,4131
58926,MIRT097027,hsa-miR-92b-3p,MAP1B,4131
58927,MIRT097029,hsa-miR-4719,MAP1B,4131
58928,MIRT097029,hsa-miR-4719,MAP1B,4131
58929,MIRT097031,hsa-miR-6077,MAP1B,4131
58930,MIRT097031,hsa-miR-6077,MAP1B,4131
58931,MIRT097053,hsa-miR-23a-3p,TNPO1,3842
58932,MIRT097054,hsa-miR-27a-3p,TNPO1,3842
58933,MIRT097054,hsa-miR-27a-3p,TNPO1,3842
58934,MIRT097055,hsa-miR-101-3p,TNPO1,3842
58935,MIRT097056,hsa-miR-181a-5p,TNPO1,3842
58936,MIRT097057,hsa-miR-181b-5p,TNPO1,3842
58937,MIRT097058,hsa-miR-181c-5p,TNPO1,3842
58938,MIRT097059,hsa-miR-23b-3p,TNPO1,3842
58939,MIRT097060,hsa-miR-27b-3p,TNPO1,3842
58940,MIRT097060,hsa-miR-27b-3p,TNPO1,3842
58941,MIRT097061,hsa-miR-130a-5p,TNPO1,3842
58942,MIRT097062,hsa-miR-144-3p,TNPO1,3842
58943,MIRT097062,hsa-miR-144-3p,TNPO1,3842
58944,MIRT097064,hsa-miR-181d-5p,TNPO1,3842
58945,MIRT097065,hsa-miR-513a-5p,TNPO1,3842
58946,MIRT097067,hsa-miR-4262,TNPO1,3842
58947,MIRT097068,hsa-miR-23c,TNPO1,3842
58948,MIRT097083,hsa-miR-4310,TNPO1,3842
58949,MIRT097088,hsa-miR-7157-5p,TNPO1,3842
58950,MIRT097102,hsa-miR-648,TNPO1,3842
58951,MIRT097102,hsa-miR-648,TNPO1,3842
58952,MIRT097104,hsa-miR-4468,TNPO1,3842
58953,MIRT097104,hsa-miR-4468,TNPO1,3842
58954,MIRT097105,hsa-miR-3591-5p,TNPO1,3842
58955,MIRT097105,hsa-miR-3591-5p,TNPO1,3842
58956,MIRT097106,hsa-miR-1245b-3p,TNPO1,3842
58957,MIRT097106,hsa-miR-1245b-3p,TNPO1,3842
58958,MIRT097107,hsa-miR-548ao-5p,TNPO1,3842
58959,MIRT097107,hsa-miR-548ao-5p,TNPO1,3842
58960,MIRT097108,hsa-miR-548ax,TNPO1,3842
58961,MIRT097108,hsa-miR-548ax,TNPO1,3842
58962,MIRT097109,hsa-miR-6081,TNPO1,3842
58963,MIRT097109,hsa-miR-6081,TNPO1,3842
58964,MIRT097111,hsa-miR-32-5p,TNPO1,3842
58965,MIRT097115,hsa-miR-92b-3p,TNPO1,3842
58966,MIRT097118,hsa-miR-139-5p,TNPO1,3842
58967,MIRT097119,hsa-miR-190a-3p,TNPO1,3842
58968,MIRT097120,hsa-miR-338-5p,TNPO1,3842
58969,MIRT097120,hsa-miR-338-5p,TNPO1,3842
58970,MIRT097121,hsa-miR-640,TNPO1,3842
58971,MIRT097122,hsa-miR-1277-5p,TNPO1,3842
58972,MIRT097123,hsa-miR-5011-5p,TNPO1,3842
58973,MIRT097124,hsa-miR-6074,TNPO1,3842
58974,MIRT097125,hsa-miR-6076,TNPO1,3842
58975,MIRT097126,hsa-miR-6797-3p,TNPO1,3842
59002,MIRT097327,hsa-miR-4280,SCAMP1,9522
59003,MIRT097335,hsa-miR-126-5p,SCAMP1,9522
59163,MIRT098748,hsa-miR-383-3p,PHACTR2,9749
59164,MIRT098748,hsa-miR-383-3p,PHACTR2,9749
59165,MIRT098750,hsa-miR-708-3p,PHACTR2,9749
59166,MIRT098750,hsa-miR-708-3p,PHACTR2,9749
59236,MIRT099119,hsa-miR-365a-3p,MYLIP,29116
59237,MIRT099119,hsa-miR-365a-3p,MYLIP,29116
59238,MIRT099119,hsa-miR-365a-3p,MYLIP,29116
59239,MIRT099119,hsa-miR-365a-3p,MYLIP,29116
59240,MIRT099120,hsa-miR-365b-3p,MYLIP,29116
59241,MIRT099120,hsa-miR-365b-3p,MYLIP,29116
59242,MIRT099120,hsa-miR-365b-3p,MYLIP,29116
59243,MIRT099120,hsa-miR-365b-3p,MYLIP,29116
59244,MIRT099121,hsa-miR-570-3p,MYLIP,29116
59245,MIRT099121,hsa-miR-570-3p,MYLIP,29116
59246,MIRT099121,hsa-miR-570-3p,MYLIP,29116
59247,MIRT099121,hsa-miR-570-3p,MYLIP,29116
59248,MIRT099122,hsa-miR-1233-5p,MYLIP,29116
59249,MIRT099122,hsa-miR-1233-5p,MYLIP,29116
59250,MIRT099122,hsa-miR-1233-5p,MYLIP,29116
59251,MIRT099122,hsa-miR-1233-5p,MYLIP,29116
59252,MIRT099123,hsa-miR-3658,MYLIP,29116
59253,MIRT099123,hsa-miR-3658,MYLIP,29116
59254,MIRT099123,hsa-miR-3658,MYLIP,29116
59255,MIRT099123,hsa-miR-3658,MYLIP,29116
59256,MIRT099127,hsa-miR-4698,MYLIP,29116
59257,MIRT099127,hsa-miR-4698,MYLIP,29116
59258,MIRT099127,hsa-miR-4698,MYLIP,29116
59259,MIRT099127,hsa-miR-4698,MYLIP,29116
59260,MIRT099128,hsa-miR-6778-5p,MYLIP,29116
59261,MIRT099128,hsa-miR-6778-5p,MYLIP,29116
59262,MIRT099128,hsa-miR-6778-5p,MYLIP,29116
59263,MIRT099128,hsa-miR-6778-5p,MYLIP,29116
59264,MIRT099134,hsa-miR-25-3p,MYLIP,29116
59265,MIRT099134,hsa-miR-25-3p,MYLIP,29116
59266,MIRT099134,hsa-miR-25-3p,MYLIP,29116
59267,MIRT099135,hsa-miR-32-5p,MYLIP,29116
59268,MIRT099135,hsa-miR-32-5p,MYLIP,29116
59269,MIRT099135,hsa-miR-32-5p,MYLIP,29116
59270,MIRT099135,hsa-miR-32-5p,MYLIP,29116
59271,MIRT099136,hsa-miR-363-3p,MYLIP,29116
59272,MIRT099136,hsa-miR-363-3p,MYLIP,29116
59273,MIRT099136,hsa-miR-363-3p,MYLIP,29116
59274,MIRT099137,hsa-miR-367-3p,MYLIP,29116
59275,MIRT099137,hsa-miR-367-3p,MYLIP,29116
59276,MIRT099137,hsa-miR-367-3p,MYLIP,29116
59277,MIRT099140,hsa-miR-92b-3p,MYLIP,29116
59278,MIRT099140,hsa-miR-92b-3p,MYLIP,29116
59279,MIRT099140,hsa-miR-92b-3p,MYLIP,29116
59280,MIRT099140,hsa-miR-92b-3p,MYLIP,29116
59281,MIRT099142,hsa-miR-3974,MYLIP,29116
59282,MIRT099142,hsa-miR-3974,MYLIP,29116
59283,MIRT099142,hsa-miR-3974,MYLIP,29116
59284,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59285,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59286,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59287,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59288,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59289,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59290,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59291,MIRT099144,hsa-miR-216a-5p,MYLIP,29116
59292,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59293,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59294,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59295,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59296,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59297,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59298,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59299,MIRT099146,hsa-miR-545-5p,MYLIP,29116
59300,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59301,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59302,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59303,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59304,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59305,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59306,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59307,MIRT099147,hsa-miR-542-3p,MYLIP,29116
59308,MIRT099148,hsa-miR-4280,MYLIP,29116
59309,MIRT099148,hsa-miR-4280,MYLIP,29116
59310,MIRT099148,hsa-miR-4280,MYLIP,29116
59311,MIRT099148,hsa-miR-4280,MYLIP,29116
59312,MIRT099148,hsa-miR-4280,MYLIP,29116
59313,MIRT099148,hsa-miR-4280,MYLIP,29116
59314,MIRT099148,hsa-miR-4280,MYLIP,29116
59315,MIRT099148,hsa-miR-4280,MYLIP,29116
59316,MIRT099149,hsa-miR-3609,MYLIP,29116
59317,MIRT099149,hsa-miR-3609,MYLIP,29116
59318,MIRT099149,hsa-miR-3609,MYLIP,29116
59319,MIRT099149,hsa-miR-3609,MYLIP,29116
59320,MIRT099149,hsa-miR-3609,MYLIP,29116
59321,MIRT099149,hsa-miR-3609,MYLIP,29116
59322,MIRT099149,hsa-miR-3609,MYLIP,29116
59323,MIRT099149,hsa-miR-3609,MYLIP,29116
59324,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59325,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59326,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59327,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59328,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59329,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59330,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59331,MIRT099150,hsa-miR-548ah-5p,MYLIP,29116
59332,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59333,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59334,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59335,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59336,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59337,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59338,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59339,MIRT099151,hsa-miR-4797-3p,MYLIP,29116
59340,MIRT099152,hsa-miR-187-5p,MYLIP,29116
59341,MIRT099152,hsa-miR-187-5p,MYLIP,29116
59342,MIRT099153,hsa-miR-221-3p,MYLIP,29116
59343,MIRT099153,hsa-miR-221-3p,MYLIP,29116
59344,MIRT099154,hsa-miR-222-3p,MYLIP,29116
59345,MIRT099154,hsa-miR-222-3p,MYLIP,29116
59346,MIRT099155,hsa-miR-323a-3p,MYLIP,29116
59347,MIRT099155,hsa-miR-323a-3p,MYLIP,29116
59348,MIRT099156,hsa-miR-548v,MYLIP,29116
59349,MIRT099156,hsa-miR-548v,MYLIP,29116
59350,MIRT099157,hsa-miR-4517,MYLIP,29116
59351,MIRT099160,hsa-miR-455-5p,MYLIP,29116
59352,MIRT099161,hsa-miR-889-3p,MYLIP,29116
59353,MIRT099162,hsa-miR-1227-3p,MYLIP,29116
59354,MIRT099163,hsa-miR-548n,MYLIP,29116
59355,MIRT099165,hsa-miR-5583-3p,MYLIP,29116
59356,MIRT099166,hsa-miR-5590-5p,MYLIP,29116
59366,MIRT099196,hsa-miR-374a-5p,ATXN1,6310
59367,MIRT099196,hsa-miR-374a-5p,ATXN1,6310
59368,MIRT099196,hsa-miR-374a-5p,ATXN1,6310
59369,MIRT099196,hsa-miR-374a-5p,ATXN1,6310
59370,MIRT099197,hsa-miR-374b-5p,ATXN1,6310
59371,MIRT099197,hsa-miR-374b-5p,ATXN1,6310
59372,MIRT099197,hsa-miR-374b-5p,ATXN1,6310
59373,MIRT099214,hsa-miR-627-3p,ATXN1,6310
59374,MIRT099222,hsa-miR-1228-3p,ATXN1,6310
59375,MIRT099267,hsa-miR-140-3p,ATXN1,6310
59445,MIRT099545,hsa-miR-3123,ID4,3400
59446,MIRT099546,hsa-miR-4311,ID4,3400
59447,MIRT099549,hsa-miR-3646,ID4,3400
59448,MIRT099552,hsa-miR-4709-3p,ID4,3400
59449,MIRT099567,hsa-miR-148a-5p,ID4,3400
59450,MIRT099577,hsa-miR-190a-3p,ID4,3400
59451,MIRT099587,hsa-miR-5011-5p,ID4,3400
59452,MIRT099594,hsa-miR-6504-3p,ID4,3400
59453,MIRT099596,hsa-miR-18a-5p,ID4,3400
59454,MIRT099597,hsa-miR-10a-5p,ID4,3400
59455,MIRT099597,hsa-miR-10a-5p,ID4,3400
59456,MIRT099597,hsa-miR-10a-5p,ID4,3400
59457,MIRT099598,hsa-miR-10b-5p,ID4,3400
59458,MIRT099598,hsa-miR-10b-5p,ID4,3400
59459,MIRT099598,hsa-miR-10b-5p,ID4,3400
59460,MIRT099599,hsa-miR-18b-5p,ID4,3400
59461,MIRT099600,hsa-miR-486-5p,ID4,3400
59462,MIRT099600,hsa-miR-486-5p,ID4,3400
59463,MIRT099600,hsa-miR-486-5p,ID4,3400
59464,MIRT099601,hsa-miR-548a-3p,ID4,3400
59465,MIRT099601,hsa-miR-548a-3p,ID4,3400
59466,MIRT099602,hsa-miR-548d-3p,ID4,3400
59467,MIRT099602,hsa-miR-548d-3p,ID4,3400
59468,MIRT099603,hsa-miR-548e-3p,ID4,3400
59469,MIRT099603,hsa-miR-548e-3p,ID4,3400
59470,MIRT099604,hsa-miR-548j-3p,ID4,3400
59471,MIRT099604,hsa-miR-548j-3p,ID4,3400
59472,MIRT099605,hsa-miR-548f-3p,ID4,3400
59473,MIRT099605,hsa-miR-548f-3p,ID4,3400
59474,MIRT099606,hsa-miR-548h-3p,ID4,3400
59475,MIRT099606,hsa-miR-548h-3p,ID4,3400
59476,MIRT099607,hsa-miR-3161,ID4,3400
59477,MIRT099608,hsa-miR-548x-3p,ID4,3400
59478,MIRT099608,hsa-miR-548x-3p,ID4,3400
59479,MIRT099609,hsa-miR-548z,ID4,3400
59480,MIRT099609,hsa-miR-548z,ID4,3400
59481,MIRT099610,hsa-miR-548ac,ID4,3400
59482,MIRT099610,hsa-miR-548ac,ID4,3400
59483,MIRT099611,hsa-miR-548ae-3p,ID4,3400
59484,MIRT099611,hsa-miR-548ae-3p,ID4,3400
59485,MIRT099612,hsa-miR-548ah-3p,ID4,3400
59486,MIRT099612,hsa-miR-548ah-3p,ID4,3400
59487,MIRT099613,hsa-miR-548aj-3p,ID4,3400
59488,MIRT099613,hsa-miR-548aj-3p,ID4,3400
59489,MIRT099614,hsa-miR-548am-3p,ID4,3400
59490,MIRT099614,hsa-miR-548am-3p,ID4,3400
59491,MIRT099615,hsa-miR-4704-5p,ID4,3400
59492,MIRT099615,hsa-miR-4704-5p,ID4,3400
59493,MIRT099616,hsa-miR-4735-3p,ID4,3400
59494,MIRT099617,hsa-miR-548aq-3p,ID4,3400
59495,MIRT099617,hsa-miR-548aq-3p,ID4,3400
59496,MIRT099618,hsa-miR-548ar-3p,ID4,3400
59497,MIRT099618,hsa-miR-548ar-3p,ID4,3400
59498,MIRT099619,hsa-miR-548as-3p,ID4,3400
59499,MIRT099619,hsa-miR-548as-3p,ID4,3400
59500,MIRT099619,hsa-miR-548as-3p,ID4,3400
59501,MIRT099620,hsa-miR-548az-3p,ID4,3400
59502,MIRT099620,hsa-miR-548az-3p,ID4,3400
59503,MIRT099621,hsa-miR-6732-3p,ID4,3400
59504,MIRT099621,hsa-miR-6732-3p,ID4,3400
59505,MIRT099621,hsa-miR-6732-3p,ID4,3400
59506,MIRT099623,hsa-miR-548bb-3p,ID4,3400
59507,MIRT099623,hsa-miR-548bb-3p,ID4,3400
60085,MIRT100452,hsa-miR-17-5p,ZBTB9,221504
60086,MIRT100454,hsa-miR-20a-5p,ZBTB9,221504
60087,MIRT100455,hsa-miR-93-5p,ZBTB9,221504
60088,MIRT100457,hsa-miR-106b-5p,ZBTB9,221504
60089,MIRT100460,hsa-miR-20b-5p,ZBTB9,221504
